OCCU_DESC,WK_TYPE,CJOB_TYPE,CJOB_NAME1,CJOB_NO,CJOB_NAME2,AVAILREQNUM,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,SALARY_L,SALARY_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE,seg
[台北ML] 電梯工程技術員 ,全職,10,技術／維修／操作,100102,電機技術人員,10,20221205,1.於工地現場裝配及組立各項升降機設備。2.協助公共工程資料彙整及送審。3.工地現場駐守人員。補充說明:1.錄取後將在桃園教育訓練中心受訓2個月 (備有宿舍，受訓期間免收住宿費)。2.福利制度請參閱公司簡介，工作表現優異者，公司提供優渥激勵獎金。3.輔導考取(內政部)升降設備技術士證照。4.工作地點為大台北地區，須視業務需要至客戶所在地執行業務。(會依照個人居住地區分派鄰近之業務案，惟依客戶與業務需求，本公司仍保有指揮調派之權限)<<因職務需求，請您先自行評估個人是否能夠接受勞力與高架作業>>,台北市大安區,無,日班,月薪,34000.0,36000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=108323&HIRE_ID=11500421,台灣三菱電梯股份有限公司,20221005,"['ML', '電梯', '技術員', '台北', '工程']"
餐飲部-中餐廳服務員,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20221211,◎#131.現場待客點餐服務及餐廳營運前後相關作業。2.帶位與協助結帳、傾聽顧客意見。3.主管交辦事項。**有相關工作經驗一年以上者佳**應徵此職缺時請註明應徵之單位:【天成飯店集團-台北世貿會館】台北市信義區信義路五段1號【天成飯店集團-台北天成】台北市中正區忠孝西路一段43號,台北市不限,1年以上,日班、夜班,月薪,27000.0,30000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=153140&HIRE_ID=11508845,天成飯店股份有限公司,20221011,['餐飲部-中餐廳服務員']
門市人員 (北車),全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,2,20221218,◎＃141.負責介紹及銷售門市商品。2.提供顧客之接待與需求服務（如：電話諮詢、調貨、修改、包裝及退換貨處理）。3.負責商品包裝、陳列及促銷品換檔工作。4.維持店櫃週遭之整潔。,台北市不限,2年以上,日班、輪班二班制、中班,月薪,27000.0,28500.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=928739&HIRE_ID=11525409,哈肯舖股份有限公司,20221018,"['門市人員', '北車']"
照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,20,20221129,至長期照顧需求者家中提供居家身體照顧、家務及日常生活照顧服務,台北市不限,無,日班,時薪,230.0,250.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2471615&HIRE_ID=11484033,聖照股份有限公司附設臺北市私立邦寧居家長照機構,20221012,['照顧服務員']
網頁(微電影、投影片、簡報).設計、教育、訓練.,全職,5,廣告／公關／設計,50302,電腦繪圖美工人員,2,20231231,網頁(微電影、投影片、簡報)、設計、教育、訓練、,台北市內湖區,3年以上,日班,月薪,25250.0,35000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=384895&HIRE_ID=8785873,中國新聞教育有限公司,20210813,"['網頁', '微電影', '簡報', '設計', '訓練', '影片', '教育']"
作業員/作業技術員/含工讀生(電子生產線),全職,9,品管／製造／環衛,90222,電子設備組裝作業員,5,額滿為止,1. 電子零件的組裝及包裝。2. 夜校工讀可。作業技術本公司可培養。3. 電機電子、機械相關技術科系者佳。 4. 工作待遇 26，000~27，000(視經驗)。◎應徵方式：台灣就業通網站搜尋「俊華電子」，「公司簡介」裡有說明「應徵方式」,台北市信義區,無,日班,月薪,26000.0,27000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=761560&HIRE_ID=11469139,俊華電子企業股份有限公司,20221109,"['作業員', '作業', '技術員', '工讀生', '電子', '生產線']"
倉儲物流配送司機(兼職)(11/17徵才),全職,15,物流／運輸／資材,150103,小客(貨)車司機,5,20230107,1.搬運貨品重物2.配送貨品3.撿貨 包裝 出貨等作業4.科系不拘，具普通汽、機車駕照---------------------------------------------------------------------------------新北市聯合徵才活動-新北市政府六樓禮堂活動時間：11月17日(四) 【上午10點-下午2點】活動地點：新北市政府【六樓禮堂】(新北市板橋區中山路一段161號6樓)交通方式：可搭乘捷運板南線「捷運板橋站2號出口」，「捷運板橋站3A出口」（由地下道前往市府）活動資訊：請複製右側網址→【https://taiwangov.com/zCSdq/TJ】洽詢電話：02-2206-6196---------------------------------------------------------------------------------,台北市南港區,無,日班,時薪,178.0,,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=516228&HIRE_ID=11570877,雲雀國際股份有限公司,20221109,"['倉儲', '司機', '兼職', '11', '17', '徵才', '物流配送']"
西餐廳服務人員(儲備幹部)(安穩僱用2.0),全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,20221212,1.負責跑單、擺盤、送餐及聯繫內外場之工作。2.負責客人帶位引導、點餐等服務。3.於客人用餐完畢後，負責收拾碗盤與清理環境。4.負責結帳、收銀之工作。5.維持良好服務品質及用餐環境。6.主管交辦事項。,台北市松山區,1年以上,日班、中班,月薪,28000.0,32000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2364041&HIRE_ID=11512767,S Hotel合尊酒店股份有限公司,20221012,"['服務人員', '儲備幹部', '安穩', '僱用', '2.0', '西餐']"
車隊副理,全職,15,物流／運輸／資材,150201,交通運輸部門主管,1,額滿為止,一、開發潛在客戶，拓展市場，以達成業績目標。 二、定期拜訪經銷客戶，維繫穩定客戶關係。 三、負責國內業務接洽及訂單處理。 四、負責產品報價及產品展示，並處理帳款回收相關事宜。 五、負責業務推展，傳達及說明公司各項業務重大訊息、活動及產品。 六、進行商品行銷，產品特色分析介紹，並提供產品購買的建議。 七、提供售後服務，處理客戶端之問題，給予完善的處理。八、察覺客戶交易之異常狀況，並負責客訴問題之處理。九、主管交辦事項。,台北市中山區,5年以上,日班,月薪,30000.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2477919&HIRE_ID=11552795,平安大車隊股份有限公司,20221031,['車隊副理']
餐飲人員(部份工時人員)–石牌榮總美食街,全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,1,額滿為止,1.麵食烹煮師傅/鯛魚燒烘焙人員   2.具相關工作經驗者佳  3 具丙級餐飲證照加發津貼  4.需輪班**非誠心找工作的請勿打擾， 謝謝~,台北市北投區,1年以上,日班、輪班二班制、中班,時薪,176.0,176.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=942780&HIRE_ID=11569391,盛和風企業有限公司,20221109,"['人員', '美食街', '餐飲', '工時', '榮總', '石牌', '部份']"
五年級代理導師,全職,14,教育／學術／研究,140101,中小學教師,1,額滿為止,班級教學含晨光時間(國語、數學、綜合、閩語，每周授課18.5節)與級物管理,台北市中山區,無,日班,月薪,40000.0,45000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2478605&HIRE_ID=11470867,臺北市中山區中正國民小學,20220922,['五年級代理導師']
果汁吧工作人員(部份工時人員)–石牌榮總美食街,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,1,額滿為止,1.新鮮果汁製作， 內場備料 2.負責結帳與收銀 3.定期盤點剩下的物料及管理 4.負責維護設備以及週遭工作環境 5.提供顧客諮詢，推薦各種餐點 6.台面的清潔擺設 7.個性開朗、肯學習、肯做事，對服務業有熱忱者 8.月休8天， 享勞保 ， 勞退提撥 ， 健保及團保 9.早班8:30~17:30 晚班 : 11:30~20:30 10.排休 及 輪班  11.兼職可,台北市北投區,1年以上,日班、輪班二班制、中班,時薪,168.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=942780&HIRE_ID=11538673,盛和風企業有限公司,20221027,"['人員', '美食街', '工時', '榮總', '石牌', '部份', '果汁', '工作']"
操作員,全職,10,技術／維修／操作,100105,印刷及排版技術人員,5,20221201,操作機台(燒錄機、貼片機)，品檢，包裝，需長久站立式工作，需搬運(20-30公斤)。,台北市內湖區,無,日班、輪班二班制,月薪,27250.0,32700.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2259819&HIRE_ID=11534991,嘉明利科技股份有限公司,20221021,['操作員']
清潔人員(近古亭捷運站),全職,19,清潔／家事／托育(保母),190101,大樓及辦公室清潔員,2,20221114,辦公大樓清潔維護(近古亭捷運站),台北市中正區,無,日班,月薪,26000.0,28000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2364515&HIRE_ID=11582683,運達環境管理顧問有限公司,20221111,"['近古', '清潔人員', '亭捷', '運站']"
工地器材控制工程師(無誠勿試),全職,18,保全／軍警消,180103,工地、倉庫監守員,2,20230131,1. 負責規劃工地物料管理計畫，並據以推動器材控制作業。2. 使用物料管理系統記錄、追蹤、計算、管制物料動向。3. 辦理複查盤點庫存的貨物數量，並辦理缺失改正。4. 利用辨識標籤或其他標籤設備，追蹤貨物動態。5. 追蹤及辦理物料之保存及保養作業。6. 檢查庫存貨物中損壞或缺少的地方，並將損壞提報給相關負責人。7. 組織、指導並管理其他倉庫工作人員。,台北市士林區,5年以上,日班,月薪,34000.0,,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=7871&HIRE_ID=11441201,中鼎工程股份有限公司,20221028,"['工程師', '無誠勿試', '工地', '器材', '控制']"
粗工兼司機,全職,11,營建／製圖／施作,110301,營建施工人員,3,20221203,在現場工程師指導監督下，從事土木工程計畫之施工執行方面協助工作。,台北市不限,無,日班,日薪,1800.0,2000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2473727&HIRE_ID=11491739,輝德營造有限公司,20221003,['粗工兼司機']
實習生(11/17徵才),全職,22,其他職類,220101,兼職人員,11,20230104,1.銷售服務實習生2.商品管理實習生3.餐飲服務實習生4.行政文書實習生---------------------------------------------------------------------------------新北市聯合徵才活動-新北市政府六樓禮堂活動時間：11月17日(四) 【上午10點-下午2點】活動地點：新北市政府【六樓禮堂】(新北市板橋區中山路一段161號6樓)交通方式：可搭乘捷運板南線「捷運板橋站2號出口」，「捷運板橋站3A出口」（由地下道前往市府）活動資訊：請複製右側網址→【https://taiwangov.com/zCSdq/TJ】洽詢電話：02-2206-6196---------------------------------------------------------------------------------,台北市內湖區,無,日班、夜班、中班,月薪,26400.0,,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1730&HIRE_ID=11567741,昇恒昌股份有限公司,20221109,"['實習生', '11', '17', '徵才']"
通路服務人員、通路關係管理人員(北投),全職,2,業務／貿易／銷售,20102,業務人員,5,20311231,謝謝您對明台產險的職缺感到興趣。想透過國際集團資源持續自我成長?想找個穩定收入又能挑戰高薪的工作?想找個不遺餘力投資員工的日商產險公司?我們主要透過外部合作夥伴(包含銀行、保經代、車商等通路)，提供完善的產品與安心的服務。您需要具備良好的人際關係能力與數位化能力，能傾聽並協助解決客戶的問題。只要定期拜訪合作通路，維繫穩定客戶關係，幫助我們的產品持續銷售與曝光，並最大化夥伴的銷售及消費者體驗，自然就能達到目標，且能額外再爭取自己個人業績佣金。公司擁有完善的教育訓練與知識庫，只要您有學習熱誠，願意了解產險產品、核保、理賠服務等專業知識，公司將協助您提升既有自身服務能力，並優化既有業務流程，為傳統而務實的團隊注入創新力量。若對明台感興趣，願意加入國際化集團，我們期待與您相遇，一起打造更好的自己！工作內容如下：1.負責既有通路之業務維護(車商/銀行/保經代通路)。2.公司通路據點定期拜訪、服務及維繫，穏定客戶關係。3.具產險業務員證照者佳。,台北市北投區,無,日班,月薪,29600.0,35000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=288426&HIRE_ID=10817789,明台產物保險股份有限公司,20211118,"['通路', '服務人員', '人員', '北投', '管理']"
內湖-清潔員，薪26K-29K,全職,19,清潔／家事／托育(保母),190102,清潔工／資源回收人員,1,20221231,邀請您到新盛環保公司面試，賣場清潔人員駐點:大潤發內湖二店 台北市內湖區舊宗路一段188號上班時間:14:30-23:00月休8天薪資:26，000~29，000  請洽:  林經理0937-542976請先打電話約面試時間,台北市內湖區,無,中班,月薪,26000.0,29000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1000597&HIRE_ID=10141641,新盛環保有限公司,20221109,"['內湖', '清潔員', '26K', '29K']"
日出茶太- 正職人員,全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,10,20230107,1.飲料調製2.吧台前置作業準備3.門市餐飲管理4.食材貯存管理5.食物製前準備,台北市不限,無,日班、中班,月薪,27000.0,32000.0,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=615074&HIRE_ID=11569987,六角國際事業股份有限公司,20221114,"['正職', '人員', '日出']"
資深國外業務(綠能),全職,2,業務／貿易／銷售,20102,業務人員,1,20221231,1. 負責國外業績開發(Business Development)，及既有客戶聯繫。2. 制定銷售目標及計劃，調查市場競爭資訊，並可協助團隊達成目標。3. 具Busienss development經驗、市場開發經驗及實績尤佳。4. 英文聽說讀寫流利，可獨立持英文會議及進行英文簡報。5. 具國外參展經驗，熟悉消費性電子市場。6. 抗壓性高，可規劃年度業績計畫，並達成目標    ,台北市內湖區,5年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=888639&HIRE_ID=11551955,晶英國際股份有限公司,20221031,"['資深', '國外', '業務', '綠能']"
發傳單人員,全職,1,經營／行政／總務,10206,行政助理,10,額滿為止,徵 11月 台北市長候選人競選團隊  市調宣傳委外人力★工作地點在台北市 歡迎有服務熱情、為民服務同仁加入★每日上班集合地點 - 台北市大安區信義路二段#台北市 #工讀生 #市調 #臨時人力 #發宣傳單 #無經驗可時段 : 09:00~18:00 (中午依照現場狀況調整休息時間)休假 : 自行排休日薪 :  $1400 一天+  $50 餐費薪資發放 : (中國信託最佳，每次跨行轉帳會扣15元手續費)月 領： 每月5號發薪水，2號前提供上個月出勤表。工作內容：1. 依照每日團隊指定台北市路線，繞訪宣傳之工作2. 跟隨競選團隊人員至指定區域街訪3. 發放宣傳商品注意事項：1. 當月排班，如需請假提早通知。2. 配合現場主管指示工作，如有態度不佳，無法配合現場主管指示工作者，即刻停止錄用。3. 上班時間禁止穿短褲、拖鞋。4. 本工作為定期勞工契約，須配合現場至競選結束約111年11月30日終止。應徵方式：1、洽詢專線0909667909【何經理】2、提供「姓名/電話」3、(優先)加LINE洽詢 ID搜尋 : taihow31,台北市不限,無,日班,日薪,1400.0,1400.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2401123&HIRE_ID=11563367,太優人資整合有限公司,20221108,['發傳單人員']
